,Sale Type,SalePrice,Price Per Sq Ft
908,WD ,161000,16.770833333333332
909,WD ,136500,30.777903043968433
910,WD ,118000,70.23809523809524
911,WD ,129500,17.041716015265166
912,WD ,205000,28.22136563876652
913,WD ,200624,6.141300355087547
914,New,322400,27.264270613107822
915,WD ,293200,28.745098039215687
916,WD ,266000,30.059893773307717
917,WD ,172500,15.42381974248927
918,WD ,124900,14.160997732426305
919,WD ,149000,22.52456538170824
920,WD ,185500,21.14442038071355
921,WD ,220000,19.841269841269842
922,New,225000,24.568683118584843
923,WD ,124000,14.97584541062802
925,WD ,126500,14.64968152866242
926,COD,111250,8.73576756968983
927,WD ,248000,22.545454545454547
928,COD,136870,18.032938076416336
929,WD ,133000,29.988726042841037
930,WD ,135000,13.297872340425531
931,COD,111900,10.869354055366683
932,WD ,140000,18.034265103697024
934,New,455000,32.804614275414565
935,WD ,290000,28.656126482213438
936,WD ,235500,21.765249537892792
937,WD ,156500,16.302083333333332
938,WD ,172400,21.22891269548085
939,New,182000,15.637082223558725
940,New,372397,27.067669719435965
941,WD ,260000,26.60935421144202
944,COD,158000,15.122511485451762
945,WD ,127000,14.70758540822235
946,WD ,270000,22.537562604340568
947,WD ,316600,25.683459073578323
948,WD ,177000,15.375260597637249
949,WD ,271900,18.516752928357395
950,WD ,115000,43.151969981238274
952,WD ,315000,17.457326535136332
953,WD ,213500,23.093564088696592
955,WD ,115000,19.166666666666668
956,WD ,176400,48.62183020948181
957,WD ,185750,20.287243337702055
958,WD ,230000,25.369512464151775
960,New,160000,2.5044218698639784
961,WD ,129500,17.876863611264493
962,WD ,153000,15.070921985815604
963,New,173733,57.911
965,WD ,172500,9.93663594470046
966,WD ,188000,11.781663219903491
967,WD ,181500,18.90625
968,ConLw,212000,19.874378925658572
969,WD ,188900,17.939221272554605
971,WD ,230000,13.46446551926004
972,WD ,122000,7.49063670411985
973,WD ,133500,12.081447963800905
974,WD ,256000,24.521072796934867
975,WD ,129500,48.592870544090054
976,WD ,318000,30.609298296274908
977,WD ,255900,26.496168979084697
979,WD ,259000,18.340178444979465
980,COD,217000,10.333333333333334
981,WD ,210000,24.03571019800847
982,WD ,148500,16.97142857142857
983,New,156932,18.46476056006589
984,WD ,145000,13.096098265895954
985,WD ,200000,29.577048210588583
986,WD ,450000,29.162076339835398
987,WD ,172500,53.40557275541796
988,WD ,240000,22.22222222222222
989,WD ,340000,30.512429327829132
990,WD ,201000,22.521008403361346
991,WD ,122000,11.780610274237157
992,WD ,213000,17.318481177331492
993,WD ,175000,17.67676767676768
994,New,195400,28.896776101745047
995,WD ,113500,9.763440860215054
996,WD ,140200,21.787101787101786
997,COD,116000,13.727810650887575
998,New,359900,31.087501079727044
999,WD ,157500,18.884892086330936
1000,COD,190000,17.743742995890923
1001,WD ,100000,14.46968600781363
1002,WD ,160000,18.181818181818183
1003,WD ,203000,18.903063599962753
1004,WD ,302000,31.550355202674467
1005,WD ,143000,17.848227658512233
1006,WD ,267000,16.45507210649575
1008,WD ,153500,34.111111111111114
1009,WD ,171000,10.272121102901425
1010,WD ,107000,12.288962903411049
1011,WD ,128500,15.481927710843374
1012,WD ,116000,11.87308085977482
1013,WD ,160000,9.195402298850574
1014,WD ,180000,35.50295857988166
1015,WD ,133000,16.792929292929294
1016,WD ,215000,30.626780626780626
1017,WD ,177500,23.666666666666668
1018,WD ,215000,20.260082924990577
1019,WD ,150000,24.50980392156863
1020,WD ,320000,25.85649644473174
1021,WD ,167000,16.69332267093163
1024,New,200141,17.909709172259507
1025,New,235876,23.670446562970398
1026,WD ,123000,14.203233256351039
1027,WD ,137500,11.11111111111111
1029,WD ,160000,18.48001848001848
1030,WD ,181000,22.448220265409898
1031,WD ,125000,15.179113539769277
1032,WD ,154000,13.162393162393162
1033,WD ,231000,17.822698865828254
1034,WD ,142000,16.80473372781065
1035,WD ,475000,20.697167755991284
1036,New,375000,65.24008350730689
1038,WD ,185000,24.666666666666668
1039,WD ,108500,10.80462059350727
1040,WD ,147400,57.94025157232704
1041,WD ,156000,41.40127388535032
1042,WD ,120000,11.627906976744185
1043,WD ,167000,17.156359153482637
1044,WD ,191000,60.02514142049026
1045,WD ,161500,18.203336339044185
1046,COD,130000,10.657484833579275
1047,WD ,132500,15.625
1048,WD ,144000,14.117647058823529
1050,WD ,117000,16.25
1052,WD ,256000,4.80958911830462
1053,WD ,117500,12.912087912087912
1054,WD ,160000,16.666666666666668
1055,WD ,187000,13.192239858906525
1056,WD ,350000,24.51495412201443
1057,WD ,133000,14.777777777777779
1058,WD ,417500,30.490031402906595
1059,WD ,175900,48.39064649243466
1060,New,323262,29.56754779109119
1061,WD ,185000,21.893491124260354
1062,WD ,129800,15.181286549707602
1063,New,220000,18.059431948776883
1064,WD ,133000,21.73202614379085
1065,WD ,133500,12.36111111111111
1066,ConLD,170000,13.322884012539184
1067,WD ,168000,21.946440235140432
1068,WD ,140750,13.328598484848484
1069,WD ,204000,27.2
1070,WD ,222500,23.40873224618622
1071,WD ,134500,13.179813816756491
1072,WD ,214000,48.869604932633024
1073,WD ,119900,15.371794871794872
1075,WD ,135000,19.285714285714285
1076,WD ,207000,15.858423350953803
1077,WD ,136500,16.25
1078,WD ,107900,17.983333333333334
1079,WD ,126000,20.192307692307693
1080,WD ,215000,6.767390620081838
1081,New,426000,34.15103415103415
1082,WD ,147000,15.3125
1083,WD ,147500,17.20317238161885
1084,WD ,383000,26.56401720072132
1085,WD ,241500,23.221153846153847
1086,WD ,147500,9.476998200976613
1087,WD ,355000,26.212803662408625
1090,COD,244400,10.145288501452885
1091,WD ,167000,17.395833333333332
1092,WD ,200000,24.515812699190977
1093,WD ,80000,15.32567049808429
1094,WD ,115000,14.072442486539403
1095,WD ,139000,15.444444444444445
1096,WD ,149500,19.05915349311576
1097,WD ,108000,11.889035667107
1099,WD ,194000,22.67414679756896
1100,WD ,129500,14.23076923076923
1101,WD ,126000,14.536225196123674
1102,WD ,120000,10.198011387779383
1103,WD ,213000,25.357142857142858
1104,WD ,190000,49.044914816726894
1105,WD ,183500,22.721644378405152
1106,WD ,172000,17.046580773042617
1107,WD ,100000,11.265067027148811
1108,WD ,218836,19.78983541327546
1109,WD ,163000,15.092592592592593
1110,New,206580,18.8899049012436
1111,New,163990,19.381869755348067
1112,WD ,116500,15.496142591114658
1113,WD ,188000,23.470661672908864
1114,WD ,175000,17.412935323383085
1115,WD ,182000,38.39662447257384
1116,WD ,103000,14.760676411579249
1117,WD ,466500,40.921052631578945
1118,WD ,149500,16.17965367965368
1119,WD ,142500,61.848958333333336
1120,WD ,136500,18.89796483455628
1121,WD ,137000,37.929125138427466
1122,WD ,226500,17.86277602523659
1123,WD ,171500,16.853380503144653
1124,WD ,132500,12.291280148423006
1126,WD ,223000,20.946834491827918
1127,COD,174000,20.714285714285715
1128,WD ,142000,9.20404459424423
1129,New,232600,20.738231098430813
1130,WD ,181000,17.850098619329387
1131,WD ,151400,38.19374369323915
1132,WD ,250000,21.876093804690235
1133,WD ,196500,18.856155839170906
1134,WD ,185000,13.703703703703704
1135,WD ,113000,12.555555555555555
1136,New,392000,48.460872790208924
1138,WD ,177000,83.60888049126122
1139,WD ,265000,24.941176470588236
1140,WD ,312500,37.14489480565791
1141,WD ,325000,24.074074074074073
1142,WD ,275000,17.54274049502424
1143,WD ,290000,29.14572864321608
1144,WD ,169000,10.966904607397794
1145,WD ,89000,14.833333333333334
1146,WD ,180400,21.47107831468698
1148,COD,114500,11.280788177339902
1149,New,212900,21.112653708845695
1150,WD ,187100,11.489100399140312
1151,WD ,176000,54.4891640866873
1152,CWD,215000,9.96339033319431
1153,WD ,185900,22.34375
1154,WD ,120500,17.313218390804597
1155,WD ,192140,8.761513907888737
1156,WD ,130500,19.772727272727273
1158,WD ,475000,40.32942774664629
1159,WD ,67000,7.471841195494592
1160,New,325624,30.82976708956637
1161,WD ,245000,19.045398009950247
1162,WD ,159000,11.610076670317634
1163,WD ,156000,15.161823306443775
1164,WD ,555000,35.96656081913032
1165,WD ,162500,14.613309352517986
1166,WD ,224500,24.754658727533354
1167,WD ,133000,2.8130287648054146
1168,WD ,180000,22.857142857142858
1169,WD ,134500,20.37878787878788
1170,New,438780,32.06987282561029
1171,WD ,165000,18.0327868852459
1172,WD ,100000,13.986013986013987
1173,WD ,176000,14.326414326414326
1174,WD ,170000,9.486607142857142
1175,WD ,174000,47.23127035830619
1176,WD ,127000,18.12731944047959
1177,WD ,185900,22.157330154946365
1178,WD ,91300,15.784923928077456
1179,WD ,200000,21.893814997263274
1180,WD ,143000,13.62423780487805
1181,WD ,172500,12.637362637362637
1182,COD,110000,13.240250361097738
1183,WD ,140000,14.814814814814815
1184,WD ,176432,18.93656756466674
1185,WD ,179200,25.05242555571089
1186,New,203000,23.031540730655774
1187,New,248328,25.213524215656413
1188,WD ,316500,21.8834266749637
1189,WD ,125600,24.20038535645472
1190,WD ,110000,11.282051282051283
1191,WD ,108500,18.083333333333332
1192,WD ,55993,6.427112029384757
1193,WD ,129000,10.885157370686018
1194,WD ,176000,12.74346535370357
1195,WD ,154000,15.18288474810214
1196,WD ,180000,9.854913769504517
1197,WD ,134000,31.723484848484848
1198,WD ,243000,19.2627824019025
1199,WD ,270000,18.574573472757294
1200,WD ,134000,14.585827800152389
1201,WD ,260000,26.262626262626263
1202,WD ,168675,20.241809672386896
1203,WD ,160000,15.768207351926678
1205,WD ,173000,14.854885797698781
1206,New,187750,26.07638888888889
1207,WD ,215000,10.465342679127726
1208,WD ,120000,12.022843402464684
1209,WD ,249000,30.17816022300327
1210,WD ,164500,16.222879684418146
1212,WD ,140000,24.56140350877193
1213,WD ,118900,16.51388888888889
1214,WD ,239900,26.13859228590107
1215,WD ,146300,36.18600049468217
1216,WD ,124000,29.356060606060606
1217,WD ,130000,11.570983533600357
1218,WD ,179000,21.183431952662723
1219,WD ,180500,15.23078221247152
1220,WD ,80000,17.36111111111111
1221,New,287090,30.99654502267329
1223,WD ,246990,84.06739278420694
1224,WD ,154204,8.491409691629956
1225,WD ,186000,16.380449141347423
1226,WD ,111750,66.51785714285714
1227,WD ,500000,34.96503496503497
1228,New,177439,16.714299171062546
1229,WD ,335000,29.625044216483904
1230,WD ,205000,19.561068702290076
1231,WD ,212000,41.42243063696757
1232,WD ,246000,64.54998688008396
1233,WD ,181900,16.803695150115473
1234,WD ,130000,23.636363636363637
1235,WD ,132000,13.75
1236,CWD,220000,23.612750885478157
1237,WD ,236500,19.9780368305457
1238,New,263435,32.912918540729635
1239,COD,141000,20.50610820244328
1240,WD ,213000,25.369223439733208
1241,New,179781,18.339385902274813
1242,WD ,234250,37.5400641025641
1243,COD,287000,18.51851851851852
1244,WD ,257500,19.97517647971453
1245,WD ,102000,16.50485436893204
1246,WD ,139400,18.71392133172238
1247,WD ,105000,10.086455331412104
1248,WD ,268000,16.89253072801765
1249,WD ,274970,13.964956830878618
1250,WD ,180000,56.56819610307982
1251,WD ,161000,16.770833333333332
1253,WD ,119000,8.758371973209686
1254,WD ,370000,32.322879357036776
1255,WD ,175900,24.288870477768572
1257,WD ,279700,29.547855482780477
1258,WD ,132000,15.714285714285714
1259,WD ,313000,28.32579185520362
1260,COD,108000,9.782608695652174
1261,WD ,165400,23.863800317414515
1262,WD ,187000,15.034571474513587
1263,WD ,403000,26.621746597965384
1264,WD ,195000,16.18794620620953
1265,WD ,158500,16.510416666666668
1266,WD ,255000,22.433359725521246
1267,WD ,236500,9.07068615042381
1268,WD ,129250,18.076923076923077
1269,WD ,289000,18.523266247916933
1271,WD ,275000,21.60590823381521
1272,WD ,207000,17.70744225834046
1273,WD ,146000,15.817984832069339
1274,WD ,116000,61.37566137566137
1275,WD ,219500,23.413333333333334
1276,WD ,173000,49.71264367816092
1277,WD ,135000,7.8763127187864646
1278,WD ,213000,24.34563950165733
1279,WD ,150000,13.186813186813186
1280,New,194201,49.51580826109128
1281,WD ,181000,56.882463859208045
1282,COD,157900,16.194871794871794
1283,WD ,217000,16.16266944734098
1284,WD ,252000,23.83204085492718
1285,WD ,197000,22.57620903048361
1286,WD ,189500,23.73496993987976
1287,WD ,116000,14.064015518913676
1288,WD ,143000,14.606741573033707
1289,WD ,119000,16.52777777777778
1290,WD ,127500,17.708333333333332
1291,WD ,200825,24.716923076923077
1292,ConLD,35000,4.327398615232443
1293,WD ,292500,23.379426105027576
1294,WD ,106000,56.71482075976458
1295,WD ,85000,9.18025704719732
1296,WD ,286500,17.08407871198569
1297,WD ,127500,31.535988127628
1298,New,210400,23.377777777777776
1299,WD ,274000,21.613946517314822
1300,New,264966,20.61671335200747
1301,COD,50000,4.844961240310077
1302,WD ,139000,12.87037037037037
1303,WD ,300000,15.367277942833725
1304,WD ,345000,24.89177489177489
1305,WD ,228000,19.1162907688438
1306,WD ,165500,13.849372384937238
1307,WD ,107000,10.801534423581668
1308,WD ,286000,58.09465772902701
1310,WD ,115000,14.743589743589743
1311,WD ,215000,67.27158948685857
1312,WD ,179900,18.120467365028205
1313,WD ,212000,31.085043988269796
1314,WD ,250000,19.043266301035953
1315,WD ,149000,23.878205128205128
1316,WD ,188000,23.5
1317,WD ,99800,9.586935638808837
1318,WD ,159500,14.768518518518519
1319,WD ,184500,13.87218045112782
1320,New,276000,28.785982478097623
1321,WD ,155000,67.157712305026
1322,WD ,160000,11.955465889561383
1323,WD ,157500,16.844919786096256
1324,WD ,285000,28.811160533764657
1326,WD ,229000,21.72469405179774
1328,WD ,128500,12.495138078568651
1329,WD ,286000,29.606625258799173
1330,WD ,189500,18.61675999607034
1332,WD ,128500,22.041166380789022
1333,WD ,156000,12.893627572526656
1334,WD ,281213,22.203947887879984
1335,WD ,242000,8.752260397830018
1336,WD ,157500,8.948863636363637
1337,WD ,196500,27.43647025970399
1338,WD ,193000,22.22222222222222
1339,WD ,132000,21.153846153846153
1340,WD ,139900,21.686560223221207
1341,WD ,148000,16.894977168949772
1342,New,281500,22.39815404201146
1343,WD ,342000,26.16879638840003
1344,WD ,148000,13.35740072202166
1345,WD ,140000,13.012361743656474
1346,WD ,150000,16.716817118020728
1347,WD ,279500,25.43221110100091
1348,WD ,140000,38.095238095238095
1349,WD ,145000,17.2927847346452
1350,WD ,184000,31.410037555479686
1351,WD ,206000,53.09278350515464
1352,WD ,85500,56.848404255319146
1353,WD ,188700,15.74074074074074
1354,WD ,200000,18.301610541727673
1355,WD ,162000,15.0306179254036
1356,WD ,108000,10.588235294117647
1357,WD ,213000,22.724847967566415
1358,New,318000,26.31361191559785
1359,WD ,106000,13.08641975308642
1360,WD ,235000,11.779448621553884
1362,COD,163000,15.985093654996568
1363,WD ,126000,15.441176470588236
1364,WD ,200000,17.50393838613688
1365,WD ,144000,12.693935119887165
1367,WD ,322500,29.31285220868933
1368,WD ,224900,18.530114525830108
1369,WD ,223500,10.451739618406284
1370,COD,112000,12.547613712749271
1371,WD ,187500,21.54677085727419
1373,ConLI,110000,8.903998704872915
1375,WD ,207000,32.91461281602798
1378,WD ,130000,12.465241154473103
1379,WD ,127000,17.07448238773864
1380,WD ,320000,27.420736932305054
1381,WD ,120000,11.11111111111111
1382,WD ,181000,15.184563758389261
1383,WD ,110000,11.640211640211641
1386,WD ,153500,16.81454704786943
1388,COD,143000,14.895833333333334
1389,WD ,410000,27.85326086956522
1390,WD ,200000,22.857142857142858
1391,WD ,130000,18.2328190743338
1392,WD ,154400,16.513368983957218
1393,WD ,299800,33.44862211313176
1394,WD ,63000,6.441717791411043
1395,WD ,143000,24.63393626184324
1396,WD ,137500,16.680820089773142
1397,WD ,272000,22.245849349799624
1398,WD ,173000,18.70674740484429
1399,WD ,245000,12.086827824370992
1400,WD ,140000,19.444444444444443
1401,New,383970,38.53186151530356
1402,WD ,125000,7.806645016237821
1403,WD ,133000,15.748963883955003
1404,New,244600,25.44735746982938
1405,WD ,139000,13.654223968565816
1406,WD ,112900,14.886603375527427
1407,WD ,111000,23.125
1408,WD ,166000,13.949579831932773
1409,WD ,239000,32.30166238680903
1410,WD ,209200,23.400447427293066
1411,WD ,175000,14.29388221841052
1412,WD ,269500,20.927162602888647
1413,WD ,225000,18.057784911717494
1414,WD ,275000,41.901569404235865
1415,WD ,105000,11.061946902654867
1416,WD ,159950,11.936567164179104
1417,WD ,135000,12.968299711815561
1418,New,345474,24.103397753436127
1420,WD ,198000,9.568453100082154
1421,New,339750,31.458333333333332
1422,WD ,170000,15.74074074074074
1423,WD ,94000,13.055555555555555
1424,New,203160,23.67556228877753
1425,WD ,291000,27.388235294117646
1426,ConLI,200000,24.789291026276647
1427,WD ,119000,13.345295502971851
1430,WD ,205000,27.333333333333332
1431,WD ,108000,64.28571428571429
1432,WD ,143000,5.72
1433,WD ,197000,12.418836285696274
1434,WD ,205950,25.34769230769231
1435,WD ,175000,14.957264957264957
1436,WD ,301000,37.578027465667915
1437,WD ,230000,45.99080183963208
1438,WD ,171750,54.767219387755105
1440,WD ,110000,17.973856209150327
1441,WD ,144500,12.588204547434446
1442,WD ,155000,16.38997567939093
1443,WD ,125000,11.022927689594356
1444,WD ,156500,21.73611111111111
1445,WD ,151000,17.825522370440325
1446,WD ,135000,12.913717237421082
1447,WD ,79400,53.504043126684635
1448,WD ,213000,30.85168018539977
1449,WD ,202900,14.297794376717638
1450,WD ,211000,22.138285594376246
1452,WD ,137450,22.273537514179225
1453,WD ,150000,15.01351216094485
1454,ConLw,95000,10.457948040510788
1455,WD ,179400,78.6842105263158
1457,WD ,98600,11.6
1458,WD ,216000,12.314007183170856
1459,WD ,300000,31.43006809848088
1460,WD ,328000,23.428571428571427
1461,WD ,139000,13.238095238095237
1462,WD ,164000,12.567049808429118
1463,WD ,123900,69.52861952861953
1465,WD ,177000,16.17472356757745
1466,COD,99500,22.97921478060046
1467,New,174190,14.939108061749572
1468,WD ,151000,47.484276729559745
1469,WD ,143750,32.41262683201804
1470,WD ,131900,17.154376381844195
1471,WD ,157000,18.947622495776006
1472,WD ,147000,13.751169317118803
1473,WD ,188500,24.18216805644644
1474,WD ,185850,26.35422575155984
1475,WD ,126000,13.536742587021916
1476,WD ,118000,14.523076923076923
1477,WD ,319900,39.813316739265716
1478,WD ,142500,17.95388685901474
1479,WD ,129900,13.53125
1480,New,202500,29.115744069015097
1482,WD ,185000,18.26980051352953
1483,WD ,138000,58.3756345177665
1484,WD ,114504,31.80666666666667
1485,WD ,113000,12.927582656446631
1486,WD ,125500,23.08682855040471
1487,WD ,165000,11.661601526609655
1488,WD ,79000,15.8
1489,WD ,152000,59.74842767295598
1490,WD ,159000,31.8
1491,WD ,141000,11.286320339390059
1492,WD ,167000,16.107253086419753
1493,WD ,132000,20.754716981132077
1494,WD ,179900,17.369894757169064
1495,WD ,122000,12.424890518382727
1496,WD ,127000,16.003024193548388
1497,WD ,190000,21.657357802348113
1498,WD ,158450,14.103248776145973
1499,WD ,175000,13.580630141238553
1500,WD ,377500,25.34918076819769
1501,WD ,138400,22.17948717948718
1502,WD ,260000,22.327179046801202
1503,New,440000,29.378380182947186
1504,WD ,178000,19.560439560439562
1505,WD ,138500,16.488095238095237
1506,WD ,132000,17.78975741239892
1507,WD ,149900,15.73753280839895
1508,WD ,108000,14.545454545454545
1509,WD ,110000,13.76720901126408
1510,WD ,124000,95.38461538461539
1512,New,194000,53.79922351636162
1513,WD ,108000,12.029405212742258
1514,WD ,122000,13.437603260270954
1515,WD ,148400,87.29411764705883
1516,COD,60000,6.268937415108139
1517,WD ,226500,22.791306097806398
1518,WD ,35311,3.9234444444444443
1520,WD ,137500,11.09318273497378
1521,WD ,147000,15.252126997302344
1522,WD ,309000,23.02876732747056
1523,WD ,315000,17.900778541796896
1524,WD ,147000,16.568981064021642
1525,New,264561,66.43922651933701
1526,WD ,130000,18.22259601906364
1527,WD ,177000,83.60888049126122
1529,WD ,157000,28.545454545454547
1530,WD ,158000,13.676101445511987
1531,WD ,115000,16.083916083916083
1532,WD ,120750,19.212410501193318
1533,WD ,216000,28.8
1534,WD ,75000,37.481259370314845
1535,WD ,192000,9.842116054951815
1536,WD ,160500,22.36622073578595
1537,New,279500,26.239203905369884
1538,WD ,148000,13.17311971517579
1539,WD ,145000,14.125669751583048
1540,WD ,310000,21.31902895261674
1541,WD ,165000,16.201885310290653
1542,WD ,402000,8.628646246968168
1543,WD ,250000,23.529411764705884
1546,WD ,282500,47.79225173405515
1548,WD ,170000,9.512618208270382
1549,WD ,163000,14.173913043478262
1550,WD ,290000,23.659949416659867
1551,WD ,330000,36.48827952233525
1552,WD ,111000,66.07142857142857
1553,WD ,214000,22.602450359104353
1554,WD ,137500,14.66979622319428
1555,WD ,240900,34.41428571428571
1556,WD ,190000,18.653053210288633
1557,WD ,250000,21.43347050754458
1558,WD ,218000,20.24517087667162
1559,WD ,255000,24.216524216524217
1560,New,240000,16.151827175449224
1561,New,360000,34.34786756988837
1562,WD ,179900,19.240641711229948
1565,WD ,180500,26.86811551056862
1566,WD ,269500,22.733024040489244
1567,WD ,225000,18.153945457479427
1568,WD ,141000,20.142857142857142
1569,ConLI,335000,32.31407350245973
1570,WD ,150000,9.84251968503937
1571,WD ,385000,7.658490978894393
1572,WD ,205000,15.073529411764707
1573,WD ,206000,30.46435965690624
1574,WD ,179600,21.129411764705882
1575,COD,102000,11.490368367691788
1576,WD ,175000,11.210044199602844
1577,WD ,159000,11.954887218045112
1578,WD ,135000,20.76923076923077
1579,WD ,136900,14.372703412073491
1580,WD ,135000,19.305019305019304
1581,WD ,337000,35.73700954400849
1582,WD ,250000,22.667512920482366
1583,WD ,306000,21.382153588148977
1585,WD ,146000,40.51054384017758
1586,WD ,161000,15.60077519379845
1587,WD ,205000,19.334150712062623
1588,WD ,241500,59.1332027424094
1589,WD ,118500,14.91879642452474
1590,WD ,130000,18.75901875901876
1591,WD ,130000,18.055555555555557
1592,New,535000,33.329180164465484
1593,WD ,123000,17.202797202797203
1595,WD ,132000,24.672897196261683
1596,WD ,108480,20.08888888888889
1597,WD ,165000,17.304667016255898
1598,WD ,181000,24.324687541997044
1599,WD ,165000,10.714285714285714
1600,WD ,161000,15.269347496206374
1601,New,199000,18.196781272860278
1602,WD ,214900,18.990809473312126
1603,New,198600,22.98611111111111
1604,WD ,258000,21.33995037220844
1605,WD ,269500,33.94634084897342
1606,WD ,176000,22.70967741935484
1607,CWD,158000,16.898395721925134
1608,WD ,184100,23.75483870967742
1609,WD ,170000,13.075917237135606
1610,WD ,208000,15.286249724406556
1611,WD ,140000,31.567080045095828
1612,New,230000,59.84907624251886
1613,WD ,188500,31.680672268907564
1614,WD ,194000,15.64516129032258
1615,WD ,133000,12.75779376498801
1616,WD ,140000,8.605323006945724
1617,WD ,207500,23.060680151144698
1618,WD ,256900,24.701923076923077
1619,WD ,109000,10.755871324254983
1621,WD ,237000,20.352082438814943
1622,WD ,142100,17.224242424242423
1623,WD ,149900,13.59390586741634
1624,WD ,404000,32.71255060728745
1625,WD ,277500,15.184678522571819
1626,WD ,178000,19.335216163371715
1627,WD ,254000,40.705128205128204
1628,WD ,12789,1.3244614747307373
1629,WD ,176000,22.349206349206348
1630,New,342643,21.07405129466757
1631,WD ,125500,20.3304714077434
1632,WD ,150000,11.636927851047323
1633,New,261329,25.031513409961686
1635,WD ,153000,16.05119597146454
1636,New,172500,43.982661907190206
1637,WD ,153575,17.59163802978236
1638,WD ,124900,20.61056105610561
1639,New,415298,28.740346020761244
1640,ConLI,119000,22.037037037037038
1641,WD ,227000,22.7
1642,WD ,145500,14.539822124512842
1643,WD ,61500,7.854406130268199
1644,WD ,192100,16.381001108552912
1645,WD ,116000,11.24031007751938
1646,WD ,145000,13.833237931692425
1647,WD ,445000,29.134476888830694
1648,WD ,150500,17.102272727272727
1649,WD ,175900,17.59
1650,WD ,167900,16.558185404339252
1651,New,219210,15.597694606517717
1652,WD ,189000,16.847922980923517
1653,WD ,136500,15.413279132791327
1654,WD ,137900,17.67948717948718
1655,WD ,85000,11.805555555555555
1656,WD ,137900,12.911985018726591
1657,WD ,195500,20.503408495018352
1658,WD ,128000,18.664333624963547
1659,WD ,135000,16.666666666666668
1660,WD ,143195,15.537651909722221
1661,WD ,79500,8.736263736263735
1662,WD ,192500,15.069672772819791
1663,WD ,129500,21.583333333333332
1664,WD ,168000,16.209957545349287
1665,WD ,105000,17.5
1666,WD ,143250,13.603988603988604
1667,WD ,144000,15.118110236220472
1668,WD ,205000,23.085585585585587
1669,WD ,143000,17.00356718192628
1670,WD ,290000,66.1345496009122
1671,New,611657,47.345537580308076
1672,WD ,152000,12.195121951219512
1673,WD ,191500,38.26173826173826
1674,WD ,317000,33.05181941403399
1675,WD ,165250,23.742816091954023
1676,COD,123000,12.51908396946565
1677,WD ,185000,13.051146384479718
1678,WD ,120000,16.216216216216218
1679,WD ,158500,14.760663065747812
1680,WD ,173000,20.6789385608415
1682,WD ,155000,21.52777777777778
1683,WD ,125000,12.218963831867057
1685,WD ,350000,39.61965134706814
1687,WD ,193000,21.026255583396885
1688,WD ,191000,16.57123026201631
1689,WD ,110000,19.35256861365236
1690,WD ,261500,22.002524190155658
1691,WD ,128900,13.427083333333334
1692,WD ,584500,33.899779607934114
1693,WD ,111000,10.866372980910425
1694,ConLw,90000,10.526315789473685
1695,WD ,129000,6.991869918699187
1696,WD ,224000,15.157666802002977
1697,WD ,165000,51.886792452830186
1698,WD ,122000,39.765319426336376
1699,New,267300,32.21258134490239
1700,New,485000,35.87808847462642
1701,WD ,220000,6.642512077294686
1702,WD ,215700,16.41302693653934
1703,WD ,280000,24.643548671008624
1704,WD ,284000,26.187183033656062
1706,WD ,192000,19.672131147540984
1707,WD ,105000,26.515151515151516
1708,WD ,216837,23.82824175824176
1709,WD ,141500,14.739583333333334
1710,WD ,130000,13.31421548545678
1713,WD ,139500,10.917201439974956
1714,COD,79275,9.700807635829662
1715,WD ,265900,29.42348124377559
1716,WD ,91000,14.462809917355372
1717,WD ,185000,15.546218487394958
1718,WD ,141000,17.74701069855255
1719,New,260116,15.614142505552554
1720,WD ,113000,12.098501070663811
1721,WD ,225000,19.64379256155055
1722,WD ,113000,13.325471698113208
1723,WD ,125200,19.85725614591594
1724,New,319500,32.90761149448965
1725,WD ,140000,12.808783165599268
1726,WD ,250764,5.005069657897888
1727,WD ,250000,28.09304416226542
1728,WD ,176000,17.192536876037902
1729,WD ,174850,17.95912078882498
1730,WD ,147000,62.18274111675127
1731,WD ,99500,12.607704004054739
1732,New,398800,32.2914979757085
1733,WD ,175000,22.104332449160037
1734,WD ,109500,15.208333333333334
1735,WD ,163500,13.451254627725216
1737,WD ,334000,30.294784580498867
1738,WD ,137250,17.524259448416753
1739,New,320000,16.513572092063164
1740,WD ,162000,16.480162767039676
1741,New,222000,50.42016806722689
1742,WD ,178000,21.77636408123318
1743,WD ,119000,16.52777777777778
1744,WD ,169500,22.33201581027668
1745,WD ,236000,26.833428084138717
1746,New,294464,76.62347124642207
1747,WD ,206900,18.681715575620768
1748,WD ,233000,22.973772431473083
1749,COD,108000,13.951685828704301
1750,WD ,165000,20.27276078142278
1751,WD ,134900,15.018926742373637
1752,WD ,113000,18.464052287581698
1753,WD ,147900,8.930620131634564
1755,WD ,143000,61.95840554592721
1756,WD ,114500,18.349358974358974
1757,WD ,129200,14.700193423597678
1758,New,392500,70.25237157687489
1759,WD ,266500,29.47356779473568
1760,WD ,177500,19.892412865628152
1761,WD ,139500,11.143952708100336
1762,WD ,170000,15.358207606829886
1763,WD ,224500,25.511363636363637
1764,WD ,290000,21.866988387875132
1765,WD ,169500,21.848414539829854
1766,WD ,240000,19.805248390823568
1767,WD ,144000,15.0
1768,WD ,165000,17.36842105263158
1769,WD ,145000,20.209059233449477
1770,COD,114000,10.178571428571429
1771,New,395000,27.76606213974413
1772,WD ,105500,38.22463768115942
1773,WD ,254900,23.06787330316742
